codigo,producto,producto_produccion_cero,apto_para_simulacion,estado_simulacion,choque_demanda_final_unitario,produccion_directa,produccion_indirecta,produccion_total,importaciones_intermedias_directas,importaciones_intermedias_indirectas,importaciones_intermedias_totales,valor_agregado_directo,valor_agregado_indirecto,valor_agregado_total,impuestos_netos_sobre_insumos_intermedios_asociados_directos,impuestos_netos_sobre_insumos_intermedios_asociados_indirectos,impuestos_netos_sobre_insumos_intermedios_asociados_totales,empleo_directo_puestos,empleo_indirecto_puestos,empleo_total_puestos,residuo_identidad_produccion_max_abs
P087,"Maquinaria de oficina, contabilidad e informática, sus partes y piezas",True,False,solo_completitud_algebraica,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P088,"Maquinaria y aparatos eléctricos, sus partes y piezas",False,True,apto,1,1,0.471448843940159,1.47144884394016,0.428786278059198,0.0853353131865829,0.514121591245781,0.222115640330669,0.246227853518465,0.468343493849134,0.0132427877882615,0.00429212711679252,0.017534914905054,1.52445235132381,2.6713157951865,4.19576814651032,1.66533453693773e-16
P089,"Equipo y aparatos de radio, televisión y comunicaciones",True,False,solo_completitud_algebraica,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P090,"Aparatos médicos, instrumentos ópticos y de precisión, relojes",False,True,apto,1,1,0.498111571724381,1.49811157172438,0.190006820150549,0.094606858250051,0.2846136784006,0.439491499289221,0.25759026917453,0.697081768463751,0.013655201300854,0.0046493518347766,0.0183045531356306,4.25407095713802,3.90156343083736,8.15563438797538,2.91867224833098e-16
P091,Equipo de transporte,False,True,apto,1,1,0.469177450922752,1.46917745092275,0.253599164223934,0.105188033318192,0.358787197542126,0.39350210209199,0.233222365432109,0.626724467524099,0.0102236498088078,0.00426468512493539,0.0144883349337432,2.71867945846009,2.52344087672377,5.24212033518386,2.29156971176536e-15
P092,Muebles,False,True,apto,1,1,0.769130138649142,1.76913013864914,0.133499004445137,0.101239586125122,0.234738590570259,0.377976072345144,0.373304401641491,0.751280473986635,0.0075180868767975,0.00646284856627978,0.0139809354430773,5.56500134549478,9.48240461881913,15.0474059643139,4.90514746875892e-15
P093,Otros artículos n.c.p.,False,True,apto,1,1,0.423740124898717,1.42374012489872,0.189184899757853,0.0870190435105573,0.27620394326841,0.493974703214052,0.215941382630467,0.709916085844519,0.0101151760364565,0.00376479485058974,0.0138799708870462,6.03049398853705,2.6288009797785,8.65929496831554,4.29691004999455e-15
P094,Residuos y desechos,False,True,apto,1,1,0.222705173607455,1.22270517360745,0.0969736669665097,0.027144837643863,0.124118504610373,0.721994934561395,0.138801251634303,0.860796186195698,0.0129158188151108,0.00216949037868954,0.0150853091938003,11.8922432500854,1.75916576183769,13.6514090119231,6.21031004399697e-16
P095,"Generación y distribución de energía eléctrica, gas, vapor y aire acondicionado",False,True,apto,1,1,0.300015218754687,1.30001521875469,0.20277906586287,0.0302779240942479,0.233056989957118,0.574750973636993,0.182386897470361,0.757137871107354,0.0072070308152597,0.00259810812016383,0.00980513893542353,0.706947792313958,1.86508181098378,2.57202960329774,2.07472927726826e-15
P096,Agua natural y distribución de agua natural,False,True,apto,1,1,0.435521651166841,1.43552165116684,0.077013567412734,0.061813640011064,0.138827207423798,0.596023960587216,0.249287991879134,0.84531195246635,0.0118474693770488,0.00401337073273804,0.0158608401097868,10.2996464741072,2.33551372514654,12.6351601992538,3.32026073301961e-15
P097,"Evacuación de aguas residuales, recogida, tratamiento y eliminación de desechos",False,True,apto,1,1,0.250998616732678,1.25099861673268,0.142413787950032,0.030314991212288,0.172728779162319,0.653328888608981,0.154523733389834,0.807852621998815,0.0169456834687635,0.00247291537007318,0.0194185988388367,15.8631141360219,1.95171982842872,17.8148339644506,3.26786666303425e-15
P098,Edificaciones residenciales,False,True,apto,1,1,0.602709998916237,1.60270999891624,0.0955712604975883,0.0980993405318952,0.193670601029483,0.493994845136885,0.296009356658226,0.790004201795111,0.0099542710782799,0.00637092609709018,0.0163251971753701,12.3578348064211,3.68101016436428,16.0388449707853,1.66533453693773e-16
P099,Edificaciones no residenciales,False,True,apto,1,1,0.711478515925742,1.71147851592574,0.158477763510871,0.111265567219453,0.269743330730325,0.365902718657011,0.344684249862226,0.710586968519237,0.0119457234950159,0.0077239772553577,0.0196697007503736,5.96260096414246,4.15687931151368,10.1194802756561,1.94289029309402e-16
P100,Obras de ingeniería civil,False,True,apto,1,1,0.694358138545282,1.69435813854528,0.102955944753425,0.103767392487429,0.206723337240854,0.425713539087025,0.346507996653383,0.772221535740408,0.0131227668845919,0.00793236013406648,0.0210551270186584,3.30390084421728,3.53929919872084,6.84320004293812,1.28369537222284e-16
P101,Servicios generales y especializados de construcción,False,True,apto,1,1,0.688738147758742,1.68873814775874,0.133818947481877,0.100561518512206,0.234380465994083,0.391350723152832,0.352614725351594,0.743965448504426,0.0143062251483409,0.00734786035227192,0.0216540855006128,5.42539014023789,4.01286531130748,9.43825545154537,1.22124532708767e-15
P102,Servicios de comercio,False,True,apto,1,1,0.344859372905107,1.34485937290511,0.034746150655199,0.0373178888492691,0.0720640395044682,0.711982920994992,0.205332819533043,0.917315740528035,0.0073232890257202,0.00329693094172078,0.010620219967441,11.1583090261382,1.98062239821995,13.1389314243582,1.71043734731313e-15
P103,Mantenimiento y reparación de vehículos automotores y motocicletas,False,True,apto,1,1,0.274402890333159,1.27440289033316,0.115739281494924,0.0361495540330729,0.151888835527997,0.67699013475921,0.156203579684917,0.833193714444127,0.0123062060017968,0.00261124402604451,0.0149174500278413,11.1922800365478,1.66063349326724,12.852913529815,3.06091957336108e-15
P104,Servicio de transporte de pasajeros por vía terrestre,False,True,apto,1,1,0.31701041823992,1.31701041823992,0.253803806972403,0.0332992576310426,0.287103064603446,0.491599793322667,0.197148644870453,0.68874843819312,0.0212674187257366,0.00288107847766838,0.024148497203405,8.9130572543014,2.37019296735419,11.2832502216556,2.70616862252382e-16
P105,Servicio de transporte de carga por vía terrestre,False,True,apto,1,1,0.373231481021417,1.37323148102142,0.262860182291471,0.0406027132171312,0.303462895508602,0.437479504686894,0.228146538508749,0.665626043195643,0.0273941595719109,0.00351690172379857,0.0309110612957095,7.96489120652811,2.73518905693494,10.7000802634631,3.814656923673e-15
P106,Otros tipos de transporte,False,True,apto,1,1,0.447059541004458,1.44705954100446,0.171947278280163,0.0565045912637204,0.228451869543884,0.510173010575265,0.241452335238326,0.751625345813591,0.0155968608969539,0.00432592374550169,0.0199227846424556,3.86748471099575,2.44175786942678,6.30924258042253,5.89155460528623e-16
P107,Servicios de almacenamiento y depósito,False,True,apto,1,1,0.487895965849459,1.48789596584946,0.0124083105013694,0.045228670937841,0.0576369814392104,0.619323053731067,0.309925031101051,0.929248084832118,0.0087825170968256,0.00433241663170166,0.0131149337285273,5.39114290905418,3.04746413503485,8.43860704408903,3.45227590004688e-15
P108,Otros servicios de apoyo al transporte,False,True,apto,1,1,0.579663909201115,1.57966390920111,0.0714300816518142,0.0679440004266884,0.139374082078503,0.513819450858173,0.332097511042552,0.845916961900725,0.0088062150572862,0.00590274096342494,0.0147089560207111,4.75678589726029,3.58055956117886,8.33734545843915,3.17801340798951e-15
P109,Servicios postales y de mensajería,False,True,apto,1,1,0.522115188268096,1.5221151882681,0.136224938934665,0.0616041699772766,0.197829108911942,0.473745050910502,0.306155065163672,0.779900116074174,0.0164710067580788,0.00579976825572632,0.0222707750138051,5.8205089594015,3.66298054458288,9.48348950398438,9.5062846483529e-16
P110,Servicio de alojamiento,False,True,apto,1,1,0.512131244492563,1.51213124449256,0.090442010235825,0.0644871122074374,0.154929122443262,0.535142633872141,0.293587790965627,0.828730424837768,0.0116160455991024,0.00472440711974399,0.0163404527188464,9.07624503887695,3.13324127866441,12.2094863175414,4.7047869072836e-15
P111,Servicio de suministro de comidas y bebidas,False,True,apto,1,1,0.82783041002092,1.82783041002092,0.104436080048687,0.102249173352329,0.206685253401016,0.384979870865422,0.390685277609942,0.775665148475364,0.0124008703518483,0.0052487277717303,0.0176495981235786,10.8787350636765,7.46316447539465,18.3418995390711,2.29677388219329e-15
P112,"Servicios de información, telecomunicaciones y radiodifusión",False,True,apto,1,1,0.324171200440392,1.32417120044039,0.121438951522165,0.0312320713935286,0.152671022915693,0.631885798378523,0.204505856324795,0.836391654703318,0.0081539903785897,0.00278333200234342,0.0109373223809331,1.09765779252813,1.58812713260911,2.68578492513724,8.88178419700125e-16
P113,Servicios de banco central,False,True,apto,1,1,0.827220014275349,1.82722001427535,0.0678597740845406,0.070366497923612,0.138226272008153,0.3675448672147,0.468897830265703,0.836442697480403,0.0182823947438777,0.00704863576747007,0.0253310305113478,1.21403206106289,4.2339609937949,5.44799305485779,4.44089209850063e-16
P114,Otros servicios financieros y servicios de banca de inversión,False,True,apto,1,1,0.725644055123789,1.72564405512379,0.111836042213053,0.0629037121095964,0.17473975432265,0.355676701104932,0.453347844475469,0.809024545580401,0.0101893702271415,0.0060463298696876,0.0162357000968291,1.17506063314764,5.26818892823698,6.44324956138462,1.4883927423881e-15
P115,Servicios de Intermediación Financiera Medidos Indirectamente (SIFMI),False,True,apto,1,1,0.42203882274183,1.42203882274183,0.0247487204633999,0.0365818079768155,0.0613305284402154,0.663458508044457,0.265618296710667,0.929076804755124,0.0060956164555605,0.00349705034901451,0.00959266680457501,2.2099927709932,3.08433435981365,5.29432713080685,3.18148285494146e-15
P116,"Servicios de seguro, reaseguro y fondos de pensiones",False,True,apto,1,1,0.692328958423241,1.69232895842324,0.217709427380501,0.0537810892275191,0.27149051660802,0.320657807641397,0.390397522569264,0.711055330210661,0.0116998039065798,0.00575434927464395,0.0174541531812238,0.600863476094101,2.78066120277615,3.38152467887025,3.49720252756924e-15
P117,Servicios auxiliares de la intermediación financiera,False,True,apto,1,1,0.570910776049471,1.57091077604947,0.0278072640738131,0.0451483432761623,0.0729556073499754,0.571885805769185,0.342974233636195,0.91486003940538,0.0072840823688554,0.00490027087562619,0.0121843532444816,2.48373060794908,2.77102912023477,5.25475972818385,3.80251385934116e-15
P118,Servicios de alquiler de vivienda,False,True,apto,1,1,0.087416428264339,1.08741642826434,0.000985396935796427,0.0111526845207449,0.0121380814565413,0.945059765591395,0.0405672886350843,0.985627054226479,0.0011785013017608,0.00105636301517689,0.00223486431693769,0,0.466945049277893,0.466945049277893,9.40274334088054e-17
P119,"Otros servicios inmobiliarios, excepto alquiler de vivienda",False,True,apto,1,1,0.387838437594114,1.38783843759411,0.0129583435201063,0.0381832604709234,0.0511416039910297,0.710612568956429,0.227178877352784,0.937791446309213,0.0073413118196785,0.00372563787995677,0.0110669496996353,3.86792071906789,2.25245053371993,6.12037125278781,3.64291929955129e-15
P120,"Servicios jurídicos, de contabilidad, auditoría, teneduría de libros y consultoría fiscal",False,True,apto,1,1,0.237556287389187,1.23755628738919,0.0211946703821915,0.0225952273333505,0.043789897715542,0.800601103158157,0.148734371241906,0.949335474400063,0.0048825571822536,0.00199207070208357,0.00687462788433717,7.29871069804769,1.53402873692962,8.83273943497731,3.54577478489659e-15
P121,Servicios de tecnología de la información,False,True,apto,1,1,0.40364098698688,1.40364098698688,0.098314508439456,0.0380709199521922,0.136385428391648,0.594647555941781,0.254485813030055,0.849133368971836,0.0109603056742146,0.00352089696225591,0.0144812026364705,4.77004357625054,2.63004348224129,7.40008705849184,1.20736753927986e-15
P122,"Servicios de arquitectura e ingeniería, ensayos y análisis técnicos",False,True,apto,1,1,0.453560072039761,1.45356007203976,0.0492883568053873,0.0369705596181069,0.0862589164234942,0.613647273275115,0.28575543211665,0.899402705391765,0.0102578881480403,0.00408049003664547,0.0143383781846858,2.98420230598204,2.77185942657479,5.75606173255683,1.33226762955019e-15
P123,"Otros servicios profesionales, científicos y técnicos",False,True,apto,1,1,0.361677996095885,1.36167799609588,0.0320923533658167,0.0292136563987269,0.0613060097645435,0.698140466633378,0.23026700972495,0.928407476358328,0.0072769743388093,0.00300953953824591,0.0102865138770552,5.75614608854731,2.36692107290244,8.12306716144975,2.4980018054066e-16
P124,Servicios de publicidad y estudios de mercado,False,True,apto,1,1,0.530225030800472,1.53022503080047,0.0874927281735566,0.0552119397063536,0.14270466787991,0.527834745788002,0.313794153172411,0.841628898960413,0.0107085351061445,0.00495789805313228,0.0156664331592768,3.38250585499542,3.25778737307376,6.64029322806918,6.86950496486816e-16
P125,Servicios de arrendamiento o alquiler sin operador,False,True,apto,1,1,0.360608570352324,1.36060857035232,0.0572475144461158,0.0428944128977087,0.100141927343824,0.67328696985068,0.214011897057499,0.887298866908179,0.0090886860432504,0.00347051970467223,0.0125592057479226,5.60377189553697,2.39258875791392,7.99636065345089,4.60048665829049e-15
P126,Servicios  de agencias de empleo y de dotación de recursos humanos,False,True,apto,1,1,0.128571972581119,1.12857197258112,0.0148205293875286,0.0120631714345166,0.0268837008220452,0.88998112173863,0.0790452790086636,0.969026400747294,0.0029827843507706,0.00110711407985289,0.00408989843062349,17.8753036112448,0.854681332638528,18.7299849438833,2.61336091655906e-15
P127,"Servicios de agencias de viajes, operadores turísticos y actividades conexas",False,True,apto,1,1,0.484619999716338,1.48461999971634,0.0552073762834066,0.0483450044420546,0.103552380725461,0.600438960829236,0.28010940585086,0.880548366680096,0.0112858296816066,0.00461342291269951,0.0158992525943061,5.41745488102939,2.93168151012984,8.34913639115922,1.39368768262149e-15
P128,"Servicios de seguridad, sistemas de seguridad e investigación privada",False,True,apto,1,1,0.196152770249232,1.19615277024923,0.0316937664862665,0.0167244519096292,0.0484182183958957,0.816397601333112,0.128190949768239,0.944588551101351,0.0053472486805775,0.00164598182216029,0.00699323050273779,13.3916588666351,1.50989449504215,14.9015533616773,4.2257863874795e-15
P129,Servicios de limpieza,False,True,apto,1,1,0.339914216091889,1.33991421609189,0.0315589949283733,0.039656841113611,0.0712158360419843,0.71195095077025,0.206503418200107,0.918454368970357,0.0074128868137997,0.00291690817375079,0.0103297949875505,12.180249822165,2.53356357010641,14.7138133922714,5.02028973947688e-15
P130,Servicios telefónicos de centros de llamadas,False,True,apto,1,1,0.28299928058001,1.28299928058001,0.0124869879883381,0.0244201417565565,0.0369071297448946,0.776286012669356,0.179334611269553,0.955620623938909,0.0050981704186269,0.00237407589749615,0.00747224631612305,7.28531555398228,1.5485996708505,8.83391522483278,4.12473874500385e-15
P131,"Servicios administrativos, de apoyo de oficina y otros servicios de apoyo a las empresas",False,True,apto,1,1,0.325886205250675,1.32588620525068,0.0508713357349904,0.0333608868988757,0.0842322226338661,0.701777374144883,0.201163185677423,0.902940559822306,0.0099466848398435,0.00288053269967613,0.0128272175395196,6.99412786303126,2.09626904688512,9.09039690991638,5.03069808033274e-16
P132,"Servicios de mantenimiento, reparación e instalación de productos metálicos elaborados, maquinaria y equipo",False,True,apto,1,1,0.547941378141055,1.54794137814106,0.316758323137534,0.0832266633991935,0.399984986536728,0.275590007249691,0.30521865524035,0.580808662490041,0.0138271303079595,0.00537922066492969,0.0192063509728892,2.51288572471318,3.87165999219577,6.38454571690894,2.22044604925031e-16
P133,Servicios de reparación de otros bienes,False,True,apto,1,1,0.245693156442211,1.24569315644221,0.112997588117745,0.0342910285766488,0.147288616694394,0.697364546307005,0.145934815018542,0.843299361325547,0.0072892121855996,0.00212280979067404,0.00941202197627364,15.8991438034253,1.65345892463133,17.5526027280567,2.42167397246362e-15
P134,"Servicios de apoyo a la agricultura, caza, silvicultura y pesca",False,True,apto,1,1,0.107131016437052,1.10713101643705,0.0330989463600447,0.0129244632861777,0.0460234096462225,0.888099816958865,0.0585610918603946,0.94666090881926,0.0061777982497658,0.00113788328473645,0.00731568153450225,56.9391093069222,0.805620069699728,57.744729376622,9.62988369601625e-16
P135,"Servicios de apoyo a la explotación de minas y canteras y los relacionados con la distribución de electricidad, gas y agua",False,True,apto,1,1,0.481829595164428,1.48182959516443,0.279680628983438,0.0760581599446698,0.355738788928108,0.373634863194711,0.255476346328985,0.629111209523696,0.0101605210011255,0.00498948054704275,0.0151500015481683,0.654667264184951,2.82110723410533,3.47577449829028,5.2278704097946e-16
P136,Servicios de manufactura,False,True,apto,1,1,0.377689052771601,1.3776890527716,0.0910444328895682,0.0639586142143163,0.155003047103885,0.62792790725721,0.206396619320562,0.834324526577772,0.0073776458991942,0.00329478041891937,0.0106724263181136,12.9500264625482,2.46857989688972,15.418606359438,1.23165366794353e-16
P137,Servicios públicos del gobierno general,False,True,apto,1,1,0.714332663665848,1.71433266366585,0.0893225452472772,0.0850062657500333,0.17432881099731,0.419145214726908,0.383712204905835,0.802857419632743,0.0155918610051756,0.00722190836461756,0.0228137693697932,4.29784190973464,3.89399018839584,8.19183209813048,3.60822483003176e-16
P138,"Servicios públicos administrativos relacionados con la provisión de servicios educativos, de salud, servicios sociales, culturales y otros, sin contar los servicios de seguridad social",False,True,apto,1,1,0.363388740594012,1.36338874059401,0.029783996725947,0.043843877445355,0.073627874171302,0.718294699756563,0.195917015797107,0.91421171555367,0.0084238354189712,0.00373657485600265,0.0121604102749738,7.38414978764744,2.51309476636129,9.89724455400873,1.73472347597681e-16
P139,Otros servicios administrativos,False,True,apto,1,1,0.697296277429008,1.69729627742901,0.0300142742027935,0.0834553306011217,0.113469604803915,0.509266201462071,0.357675373568656,0.866941575030727,0.0118254015747739,0.00776341859036549,0.0195888201651394,5.2335785087037,3.93893207781892,9.17251058652262,1.23165366794353e-16
P140,Servicios públicos administrativos prestados a la comunidad en su conjunto,False,True,apto,1,1,0.19894042544323,1.19894042544323,0.0285038614151584,0.0224316334443277,0.0509354948594861,0.826762404429213,0.115623293368539,0.942385697797752,0.0047947169512737,0.00188409039146874,0.00667880734274244,8.49932782517695,1.23618452919997,9.73551235437692,1.196959198424e-16
P141,Servicios administrativos relacionados con los sistemas de seguridad social de afiliación obligatoria,False,True,apto,1,1,0.267353653505701,1.2673536535057,0.0622036472145835,0.0237212124788882,0.0859248596934717,0.745663443281754,0.161831253236881,0.907494696518635,0.0042947871031971,0.0022856566846646,0.0065804437878617,5.13256273397955,1.49943916969895,6.6320019036785,1.85615411929518e-16
P142,Servicios de enseñanza,False,True,apto,1,1,0.158163476303562,1.15816347630356,0.0210374978784675,0.0193732787790492,0.0404107766575167,0.863764171628909,0.0897846594534784,0.953548831082387,0.0046203408462303,0.00142005141365945,0.00604039225988975,12.3876746195897,1.06899806822845,13.4566726878181,3.814656923673e-15
P143,Servicios de hospitalización,False,True,apto,1,1,0.285551389323883,1.28555138932388,0.0693782148586454,0.0361421791062886,0.105520393964934,0.722011474414861,0.160958469985239,0.8829699444001,0.0087562134353727,0.00275344819942214,0.0115096616347948,7.45262230777794,2.59943265072676,10.0520549585047,2.08166817117217e-16
P144,Servicios médicos y dentales,False,True,apto,1,1,0.345157833905269,1.34515783390527,0.105281705622239,0.0353793888162711,0.14066109443851,0.636591287980579,0.208097416388974,0.844688704369553,0.0114029593154635,0.00324724187642067,0.0146502011918842,5.8995929686446,2.85578289829367,8.75537586693827,1.95676808090184e-15
P145,Otros servicios de atención de la salud humana,False,True,apto,1,1,0.459860306869619,1.45986030686962,0.0804352099269067,0.0506216797432187,0.131056889670125,0.580912263176859,0.271612239348183,0.852524502525042,0.0122112397276624,0.00420736807706928,0.0164186078047317,29.0886101171201,3.19752127685793,32.286131393978,4.07139599811757e-15
P146,"Servicios audiovisuales, recreativos, culturales y deportivos",False,True,apto,1,1,0.525906194764736,1.52590619476474,0.0989276908549013,0.0578263304183098,0.156754021273211,0.515405280897128,0.310598186812534,0.826003467709662,0.0123511446845073,0.00489136632143027,0.0172425110059376,7.03884223858735,3.49873506339619,10.5375773019835,4.19109191795997e-15
P147,Servicios de asociaciones que sirven a las empresas,False,True,apto,1,1,0.481973119171502,1.4819731191715,0.0399724688344929,0.047910253942434,0.087882722776927,0.619387635457846,0.27795666609071,0.897344301548556,0.0102571520263525,0.00451582364807425,0.0147729756744267,4.95576119705038,2.70068485578017,7.65644605283055,1.6451683765295e-15
P148,Servicios de asociaciones que sirven a los hogares,False,True,apto,1,1,0.686157273857422,1.68615727385742,0.0670717581360546,0.069694721967593,0.136766480103648,0.445422802047853,0.39325960869482,0.838682410742673,0.0179730691981287,0.00657803995543813,0.0245511091535668,4.75811416199908,4.64365874812195,9.40177291012103,3.7470027081099e-16
P149,Otros servicios,False,True,apto,1,1,0.158807923711083,1.15880792371108,0.0277478125858155,0.0179875854579905,0.045735398043806,0.851459054022473,0.0970252674927367,0.94848432151521,0.0044213719353962,0.00135890850556338,0.00578028044095958,11.2280602153233,1.02549039831843,12.2535506136417,1.59529507659517e-15
P150,Servicios domésticos,False,True,apto,1,1,0,1,0,0,0,1,0,1,0,0,0,48.6963448312358,0,48.6963448312358,0
P151,Compras directas en el exterior por residentes,True,False,solo_completitud_algebraica,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P152,Compras directas en el territorio nacional por no residentes,True,False,solo_completitud_algebraica,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
